问题提出时间,问题描述,解决过程,解决过程.1
2025-06-11 16:19:00,AGV扫描了目标为3D分拣机的商品，但未能启动行驶。,客服汪昌春检查RCS未收到任务信息，询问包裹扫描地点。客户表示从分拣系统扫描商品到rack0003的B001。客户指出如果目标是未使用3D分拣机的格口，AGV可以正常启动行驶，怀疑是绑定问题。客服栗志华从日志中发现RCS和WCS中的名称不对应，RCS中显示的是sorter。客户确认RCS侧对应坐标是sorter，并询问RCS的名称是否可以更改为sorter1。客服栗志华表示可以更改。客户确认问题已改善。,
2025-06-13 09:25:00,RCS校准功能使用后，再次校准时按钮无法点击。,客服Dark不必远程查看。客服Dark不必发现机器人数量不对，需要远程确认。客户确认PC在线。客服Dark不必提示机器人在分拣中，需要等待分拣结束再操作。客户确认正在随机运行测试。客服Dark不必进行校准并完成。客户确认后进行功能验证。,
2025-06-17 10:46:00,客户跟进之前报告的cb15、cb30型传送带电机逆转问题，要求提供目前调查结果。,客服肖侠驹回复已在电机中增加了更多日志，希望能在一个项目场地升级电机程序，以继续观察逆转故障的出现，以便更好地分析问题。客户要求先在测试环境升级日志追加程序。客服肖侠驹表示已在实验环境升级测试过，但未能重现逆转现象。后续客户将测试环境中卸货失败的91214（见问题3）升级了带日志功能的34A电机程序，以协助调查逆转问题。客户确认了34A除了日志外，还修复了旧版本因货物过重导致皮带机移动缓慢，代码错误判断卸货完成的问题。客服肖侠驹确认如果34A稳定，将可在大型和小型AGV上通用。,
2025-06-19 08:44:00,Mini AGV在小地毯上并排同时旋转时似乎会相互干扰。客户将检查日志并请求支持。,客服安稳要求提供远程或日志，客户提供了远程连接并指出日志只记录了位置偏差。客服安稳询问发生时间、机器人编号，并确认AGV 66231和66241在9:37发生相同错误。客户回复不是所有AGV都会干扰，日志难以判断是干扰还是超调位置偏差，每天发生约10次，地毯尺寸250。客户询问是否可以设置避免AGV相邻时同时转弯。客服安稳确认难以判断原因，并表示正在查看地图，后续确认可以通过配置避免同时转弯。客服安稳修改了配置，要求客户测试运行。客户表示会观察运行情况。,
2025-06-19 09:22:00,存在AGV-3Dsorter联动配置的站点，但是缺少Redis服务。客户请求添加。,客服安稳确认是否为RCS安装Redis服务。客户确认。客服安稳在确认日志后，通过管理员账户远程安装Redis服务，并于10:15:25安装完成。客户确认。,
2025-06-19 14:39:00,AGV 103012的传送带已从单电机改为双电机，需要修改设置以使电机正常识别。,客服安稳确认问题，要求客户提供远程连接。客户在测试环境提供连接。客服安稳由于远程卡顿，询问客户能否操作升级界面。客服安稳成功打开升级界面并完成升级。客户确认。,
2025-06-24 11:33:00,使用满载传感器时，电源盒反复离线，导致13:09后显示发送失败。如果不是线路问题，还有其他检查点吗？,客服安稳确认问题，并询问是否已检查过连接线。客户确认线缆没有异常，且第二天没有再发生离线。客户询问除了连接不良，是否可能存在电压下降或瞬时断电。客服安稳回复电源盒离线只有两种可能：电源盒本身问题或网线问题。客户表示电源盒目前正常，可能是网线问题。,
2025-06-24 14:57:00,"四台AGV (71139, 71216, 88189, 88217) 使用RCS进行开关机操作时，无法正常通信。客户询问是否需要更换电路板。",客服安稳检查发现71139、71216、88217三台车看起来正常，但RCS信息更新慢，88189一直显示不明状态。客服安稳找到88189并尝试远程开关机，一切正常。客户询问是否是信道问题，并表示此前AGV上电、RCS添加ID后仍无法识别。客户手动对4台AGV进行开关机操作。客服安稳尝试修改信道，并指出RCS调用响应经常失败。客服安稳建议更换88189和正常机器人的无线模块进行测试。客户更换88189通信模块后未改善。客服安稳建议尝试更换BMSP。客户更换88189的BMS基板和通信基板后，开关机操作响应正常且迅速。客户询问BMS导致的通信故障是否常见，以及是否是由于BMS老旧导致的老化。客服安稳表示不好判断，如果需要查明原因，只能寄回排查。客户表示如果返送会共享信息。,
2025-06-25 11:04:00,请夏明丽确认地图。模拟随机走行时会发生拥堵。AGV使用台数是80台。,客服安稳要求客户发送地图文件。客户浅田发送地图文件。浅田后续反馈拥堵未改善且有时会死锁。客服安稳表示将再次检查并联系规划人员进行本地测试。浅田询问RCS版本是否适合随机走行模拟，客服Hao建议使用最新版本RCS 4.00.05，并远程协助更新RCS版本和确认json配置，完成后确认可正常随机跑。浅田次日反馈RCS 4.00.05下，模拟随机走行时AGV在picking点停止，询问是否随机走行不推荐，并请求模拟及是否需删除无任务AGV。客服Hao指出是地图问题，AGV在仿真生成位置因地图无出路而滞留，远程调整地图。浅田确认调整后AGV可正常出入，且无需修改json配置。,
2025-06-25 13:48:00,机器人96020重置、电机注册、外形注册后仍然反复出现位置偏移。请求确认。,客服安稳介入，要求客户检查机器人开机状态下左右轮是否锁死。客户设乐优心回复左侧一直锁死，右侧有时解锁。客服安稳询问是否尝试过重新注册电机，客户确认已尝试。客服安稳指示拧掉螺丝检查抱箍是否松动。客户设乐优心回复螺丝未松动，电源打开后抱箍仍解锁。客服安稳指出开机状态下抱箍不应转动，若转动则需卸下抱箍重新安装或尝试拧紧。客户设乐优心表示将安装新电机进行测试。客户更换右侧电机后，确认抱箍可锁住。客服安稳要求继续运行观察。,
2025-06-26 12:34:00,名称一致但AGV联动3D不工作。请求确认。,客服Lizhihua介入，询问是否有任务编号，客户浅田回复无任务编号，只进行随机走行，目前3D未动作。客服Lizhihua确认后表示已解决，3D显示已改善。,
2025-07-01 10:57:00,想在350mm×350mm的地图中加入20mm的spacer，实际走行是否有问题？AGV类型是mini2。,客服Lizhihua回复没有问题，并强调地图和场地上保持一致即可。,
2025-07-03 09:44:00,Induction前的通路上的机器人为了横穿走行，导致被扫描的机器人无法前进。是否可以修改这个逻辑？,客服安稳要求提供地图文件。客服Serendipity介入，要求远程协助并询问具体横穿位置。客户中野提供TeamViewer ID。客服Serendipity远程查看后确认目前路线正常。客户中野询问是否可以优先投入口发车的机器人，客服Serendipity解释发货口机器人走了后，后面排队机器人会往前走一格，机器人停在发货口是优先执行任务的。客服Serendipity要求录制视频以了解具体想减少哪里的等待时间。客户中野表示会再次与客户沟通，自己认为目前没有问题。,
2025-07-03 10:12:00,同一个地点还有一点，今天没有发生，但是机器人在没有东西的地方停止并丢失坐标。是否可以调查？是否是电机离线引起？,客服Serendipity介入，要求远程协助，客户中野提供TeamViewer ID。客服Serendipity远程查看，确认目前正常。客户中野后续询问电机离线错误是否可以忽略。客服Serendipity回复如果后面再次发生报错会远程上去查看。,
2025-07-04 11:26:00,请检查为什么我们无法校准轮径？PVC尺寸是550*550。,客服安稳介入，询问注册是否正常，并要求尝试手动注册另一台机器。客户Badiane Alioune回复仍无法手动注册。客服安稳确认后升级了配置。客户Badiane Alioune确认注册正常。Badiane Alioune询问问题原因，客服安稳解释是机器人配置中校准轮径的魔毯尺寸不是550，已重新升级config配置文件，并提供了550的config文件。,
2025-07-04 14:47:00,关于Redis，想确认：①仅使用RCS时的Redis，②仅使用WCS时的Redis，③RCS和WCS联动使用时的Redis。①～③分别使用哪个Redis？是否可以提供软件包？,客服安稳回复RCS和WCS联动与Redis无关。客服肖肖补充说明：1、单机或哨兵版本；2、哨兵版本；3、这是两个独立系统，如果只是测试随机跑可以不安装redis，因为没有数据需要保存。,
2025-07-07 09:32:00,EV RCS中没有Platform Manager，请问如何进行地图映射（mapping）？,客服倪里特回复使用普通RCS扫描地图。客户Badiane Alioune确认。,
2025-07-07 11:41:00,我们已经完成了上层地图扫描，想开始下层扫描，但是EV的位置还在上层。有什么解决方案吗？,客服倪里特回复使用电梯软件工具将其升降到下层，并请客服安稳协助。客户Badiane Alioune确认有软件但正在检查EV IP地址。Badiane Alioune询问电梯软件中的中文按钮含义，客服倪里特解释列表中有四个“1”，后面有“go”按钮，任意点击一个即可下降。,
