dispose_type_name,dispose_content,解决方案,备注
换货,现场多台小车 被老鼠钻进车里塔窝  车里多处电路板连接线,,
换货,分拣机不会卸货,,
换货,6-4-1线20号 及 6-1-3线13号分拣机 网络异常离线,,
换货,168074小车无法充电,,
换货,11111,,
换货,小车：108050，105245，107146；106185；106167；106200；106234，107244，107012；106175，106023，107044车地盘损坏,,
换货,"1：小车地盘损坏
2：开机异常",,
换货,"1:地盘破损
2：翻板电机丢失",,
换货,106219小车定位异常,,
换货,小车106219定位异常，撞车,,
运维,"1、104041飞箱标红；
2、104061飞箱标红。",,
运维,6-4-1这里，SS24121701191波次已经上传，还一直显示上传中；wms还显示二分中，货架无法打包,,
运维,机器人开机全部报红色,,
换货,雷达检测失效,,
运维,扫码台显示相机离线,,
运维,机器人充电曲线会显示断断续续的红色,,
换货,机器人107122地盘损坏,,
换货,"151191,11651机器人急停",,
换货,8号分拣机无法启动,,
换货,126029机器人地盘损坏,,
换货,车号：193214、197043、197095运行一直报错,,
换货,车号：197046、197048、193213、197055、193174、196254、193214、197043、197095 开不不了                                               车号：197098运行急停目的地无地毯定位,,
换货,机器人运行多次 急停，目的地无地毯地位,,
换货,车号：194161、193211、193160、194152、194169、193181 运行不了,,
换货,"车号：197163、193211、194169、193181、运行不了BMSP板离线                                             车号：车号：193204运行急停偏离
车号：193161运行急停目的地无地毯定位",,
换货,车号：194161、193211、193160、194152、194169、193181、197169、193204 运行不了                   车号：193213、193145、充不进电,,
换货,"车号：197163、193211、194169、193181、197169、运行不了，BMSP板离线
车号：193204运行急停偏离                                                                                                                       车号：193161运行急停目的地无地毯定位",,
运维,扫码台有人靠近就变红色，导致小车不发车,,
运维,小车117-224单侧轮不走,,
换货,框架损坏,,
换货,支架损坏,,
运维,分拣机显示断网,,
运维,扫码台没有显示小车编号,,
运维,WES波次启动，WCS里却没有,,
换货,报探针,,
换货,乱,,
换货,48v欠压,,
换货,不显示,,
换货,错乱,,
换货,欠压,,
换货,乱,,
运维,提示软件无法打开,,
运维,WCS提示数据未完成,,
运维,WCS和实际分拣情况不一样，分拣机已经投了，但WCS还是显示未完成,,
运维,WCS显示有个商品未完成,,
运维,分拣数据与客户不一直,,
运维,电脑蓝屏,,
运维,电脑c盘满了,,
运维,格口已经满了，机器人还是往格口投递,,
运维,小车经常急停,,
运维,RF设备感应范围太大经常出现感应错误的情况,,
运维,小车无法精准识别到地毯，一直原地转圈,,
运维,分拣机行驶到固定位置将会卡住,,
运维,小车在发货口待很久才走,,
运维,分拣机出现断网情况,,
运维,小车堵车不投货,,
运维,小车堵车，不投货,,
运维,小车自动关机,,
运维,小车经常急停,,
运维,小车电机离线，充不上电,,
运维,上层第四个发货口车子不发车,,
运维,一区四号机暂停了但是点不动这个resume,,
运维,在WES完成的波次，但是在WMS没有完成,,
运维,堵车,,
快速处理,160028.160119底盘破损,,
运维,"B4仓波次数据异常
波次：ID2412260075
包裹：BGexception
播种墙：BZQNB21
这个包裹帮忙回传下",,
运维,BZQCT2088和BZQCT0016请帮忙释放,,
换货,3D分拣机运行不了  黑屏,,
换货,3D分拣机 LCD控制器黑屏,,
换货,电动货槽LCD控制器 黑屏,,
换货,分拣机读卡器离线,,
换货,分拣机电机离线,,
换货,分拣机电机离线,,
换货,分拣机电机离线,,
换货,分拣机不会进行卸货,,
换货,车号197148运行急停报无地毯地位5V模块输出电压低于5伏、197191运行跑偏陀螺仪离线,,
换货,机器人运行不了、翻板电机底部破损,,
换货,机器人按键脱落,,
换货,机器人运行多次急停 目的地无地毯定位,,
换货,二期平台 急停按钮失效,,
换货,电动货槽 电机不会转动,,
换货,5个乱选针，3个坏，9个选针不好,,
换货,选针不好,,
换货,坏,,
换货,坏,,
换货,坏,,
换货,反转,,
换货,短路,,
换货,开机异响,,
换货,掉电,,
运维,分拣机电机过载，直接回零无效,,
运维,GBW0057货架无法使用,,
运维,扫码台检测到隔壁地图小车上货物的rfid,,
运维,小车无法卸货，分拣机无故障，网络正常,,
运维,更换按钮盒,,
运维,急停频繁,,
运维,104021飞箱报警,,
运维,架子在打包的时候显示sorting未完成,,
运维,扫码台蓝屏,,
运维,小车打转不卸货,,
运维,现场断电后无法正常与wes通讯,,
运维,经常堵车,,
运维,海口邮政2.4电脑内存过高,,
运维,更换电脑后出现ap和电源盒离线等情况,,
运维,现场出现异常件，需要排查,,
运维,固定位置频繁急停，报错：行走打滑,,
运维,扫完地图，加车随机跑，机器人一启动就会跑偏,,
运维,2.9的扫码台软件无法打开,,
运维,"WES上面无法启动波次，启动的时候报错：Network timed out, please try again later",,
运维,分拣机显示脱机状态,,
运维,小车有任务，不分拣,,
运维,充电桩充不进去电,,
运维,"取消JH2024121000850398, JH2024121000850397这两个波次",,
运维,其中一台大华相机的相机头接触不良，拧不紧,,
运维,客户咨询是否可以部署RCS的web端,,
运维,其中一台扫码台软件打不开,,
运维,上游系统无法接受到小黄人的任务。,,
运维,小车去分拣路径被其他小车阻挡，其他小车也不让行,,
运维,"右平台
01R01
02R01
04R16
05R06
06R02
13R10
15R02
左平台
08L11
11L12
11L16
这些格口灯条不正常需要PDA开关，帮忙排查下原因",,
运维,现场的小车反映很慢,,
运维,为什么在MCS界面看不到波次信息,,
运维,6号分拣机不工作，显示5个电机都是离线状态。,,
运维,AGV扫描到条码之后不发车,,
运维,现在仓库里会出现request-drive-robot成功了，但是投递档口后没有回调report-drive-result,,
运维,客户咨询格口为空”是指不遮挡感应器还是全部清空,,
运维,客户咨询，小黄人的底盘破损，是否可以什么方法进行补修。,,
运维,客户请求删除波次24121338753691,,
运维,客户咨询如何更换分拣机播种墙感应器,,
运维,資產盤點的时候，把料箱的順序全部弄亂了。現在在車上和拉箱機上的箱子 ，怎麼放回貨架，應該要重新掃箱子了。,,
运维,客户需要激活其中4个发货口的急停按钮,,
运维,"湖口冷凍項目 目前批次分揀,有68件無法發車
點選螢幕,條碼槍 都沒反應
",,
运维,2.8那台服务器无法远程连接,,
运维,客户要求增加新的扫码台白名单需求 SHPE+11。,,
运维,"RCS上面有报错：Object name: 'System.Net.Sockets.NetworkStream'.,   at System.Net.Sockets.NetworkStream.Read(Byte[] buffer, Int32 offset, Int32 size)
at Libiao.App.NetStreamTransmission.ReceiveString(NetworkStream clientStream) in D:\【00】工作空间\【0】代码\【00】立镖机器人服务\【01】应用模块\应用模块【立镖机器人服务】\[2]基础件_工具箱_网络通信.cs:line 698
at Customer.LibiaoApi.MyMiddlewareScanner.taskHandleScanResult(Object obj) in D:\【00】工作空间\【0】代码\【00】立镖机器人服务\【01】应用模块\客户定制【通用协议自动回流】\通用协议分拣_[7]与扫码台通信.cs:line 329
2024-12-18 03:24:09.105 : 扫码",,
运维,将鞋子平台和服装平台的扫码台软件更新成一致的版本,,
运维,WCS上面没有显示需要分拣的波次,,
运维,其中一台扫码软件上面显示相机断连,,
运维,我们机子只会按照sku进行分配吗，例如同款sku，是不同包裹的会随机分。,,
运维,小车73178急停,,
运维,95137报错：CAN总线故障,,
运维,溅到油性物质了，导致小黄人打滑，这个怎么清洗,,
运维,机器人报CAN总线故障,,
运维,机器人报错，无地毯定位,,
运维,4号机下层有一边的摄像头没法识别快件,,
运维,TSort-1 41号格口按钮盒不亮灯,,
运维,整个场地断电后重启，Wcs是离线的,,
运维,RCS程序一运行，小车就急停。,,
运维,RCS上面点击全部机器开机没有反应,,
运维,删除波次 wave PO2411190076,,
运维,扫码软件扫码以后，显示“请求中”,,
换货,6-1-1设备17号分拣机黑屏,,
换货,6-1-2设备20号分拣机不会卸货,,
换货,6-2-2设备13号分拣机移动卡顿,,
换货,车号：100156开机失败 原因翻板电机短路导致BMSP板故障,,
换货,"车号：105154开机失败 原因BMSP板故障 
车号：100156开机失败 原因翻板电机短路导致BMSP板故障",,
换货,全场小车输送框架变型,,
运维,WCS接收不到波次,,
运维,分拣机3D05不接货也不动，小车堵住不动了,,
运维,這批貨扫不了，麻煩加白名單,,
运维,客户RCS打不开，重复打开,,
运维,上层小车251151多次急停报目的地无地毯定位,,
运维,冷王广州沙园项目66059小车不走,,
运维,莆田顺丰131226、130151小车有任务却不走,,
运维,三区的车掉线了，整个区域的车没有更新到站信息,,
运维,73226小车重复报目的地无地毯定位,,
运维,C19-C24一直提示网络状态差,,
换货,6区84077飞箱运行中掉电,"1、检查触点模块线束是否有松动。
-是：重新插拔线束。
-否：进入步骤2

2、检查充电触点与铜线的接触面是否脱落或磨损异常。
-是：更换触点。
-否：进入步骤3

3、用万用表量电源板红色和黑色5芯接插件是否有电。
-是：如果有电则需检查铜线是否脏污或异常磨损。
-否：联系售后人员",
换货,84074飞箱无法拉箱,"1、提供弹窗信息和读取飞箱日志

2、检查TOF是否脏污。
-是：用干净的布擦TOF
-否：进入步骤3

3、检查箱子是否在正确箱位。
-是：进入步骤4.
-否：箱子摆放到正确位置。

4、检查物品是否超出箱子。
-是：整理箱子里面的物品
-否：进入步骤5

5、检查拉箱机是否有故障
-是：解决相应的故障
-否：进入步骤6

6、检查飞箱是否垂直。
-是：联系售后人员解决
-否：调整飞箱倾角。",
报废替换,154204.88227急停,,
换货,机器人88227翻版无动作,,
快速处理,154206翻板电机无动作,,
快速处理,154208.100117机器人急停，跑偏,,
换货,100154机器人急停,,
换货,格口灯条离线,,
换货,过电流,,
换货,3个选针不好，7个错花,,
换货,2块黑屏，1块开机卡死，1块授权已到期,,
运维,机器人频繁急停,,
运维,二楼返品小车一层频繁停车,,
运维,现在条码都进收容口了,,
运维,扫码台添加白名单H3US[A-Z0-9]{8},,
换货,飞箱无法使用,联系售后人员解决,
换货,按键无反应,更换按钮,
换货,超级电容板坏了。,更换超级电容板,
换货,电容板坏了,更换电容板,
换货,电源板坏了,更换电源板,
换货,主控板坏了,更换主控板,
换货,主控板坏了,更换主控板,
换货,小车急停,"1、检查RFID位置是否变动。
2、检查地毯是否翘起或磨损严重。
3、检查磁条图是否正常。
4、检查地毯方向是否正确。",
换货,电路板坏了,更换电路板,
换货,框架开裂,,
换货,皮带机皮带加高支脚扭曲,,
换货,TOF坏了,更换TOF,
换货,故障,,
换货,掉电,,
换货,红灯不亮,,
换货,白屏,,
换货,电机坏了,更换电机,
换货,电机坏了,更换电机,
换货,电机坏了,更换电机,
换货,电机坏了,更换电机,
换货,坏了,,
换货,按钮坏了,更换按钮,
运维,一个充电桩充电异常，小车充不上电,"1、检查充电嘴内部接触面是否有变形。
2、检查充电桩电源",
运维,扫码台显示相机断开连接,,
运维,教客户怎么加入小车和移除小车,,
运维,释放播种墙BZQCT2060,,
运维,释放播种墙BZQCT2060,,
